Id,Hour1,Hour2,Hour3,Lat,Lon,Posts,FrMeanLat,FrMeanLon
28756,2,25,25,34.142,-118.255,1,34.142,-118.255
28758,3,20,5,45.524,-122.675,11,39.257,-104.869
28759,0,25,25,12.879,121.774,1,0.000,0.000
28760,16,20,0,35.637,-106.001,17,38.232,-122.636
28761,17,15,14,30.832,-83.278,49,30.874,-83.346
28762,8,6,16,36.039,-114.981,5,36.097,-115.116
28763,4,7,3,35.683,139.650,205,34.457,131.357
28765,13,12,25,41.614,0.627,2,41.522,0.348
28767,21,20,23,42.416,-71.051,196,41.553,-85.140
28768,19,2,5,32.725,-97.320,4,34.414,-105.694
28769,5,23,15,0.000,0.000,23,0.000,0.000
28770,5,3,15,30.506,-88.233,28,30.618,-87.753
28771,7,11,14,52.052,5.236,75,41.937,-55.475
28772,12,8,25,37.658,128.669,2,37.566,126.999
28773,19,16,14,39.998,-83.042,3,39.822,-83.473
28774,10,9,19,48.174,11.585,145,48.266,11.433
28775,11,25,25,53.453,-2.057,1,53.475,-2.237
28776,17,13,15,44.974,-92.756,455,40.601,-79.882
28777,7,1,5,36.165,-86.784,7,36.127,-86.788
28778,18,20,19,0.000,0.000,14,10.798,-29.768
28779,1,25,25,-12.050,-77.050,2,17.655,-111.654
28780,3,4,21,31.230,121.475,9,27.171,117.384
28782,18,16,17,0.000,0.000,311,52.134,5.016
28783,5,22,2,38.604,-77.350,9,40.714,-74.005
28784,23,18,20,-11.960,-77.089,21,38.334,-0.505
28785,13,19,14,52.816,6.915,9,51.947,5.093
28786,13,25,25,52.500,-2.016,1,52.493,-2.024
28787,2,25,25,40.765,-73.924,3,40.707,-73.978
28788,21,15,13,32.897,-97.283,166,33.431,-98.702
28790,10,12,7,35.627,139.724,90,43.127,141.549
28791,7,19,16,37.507,-122.260,3,37.438,-122.156
28792,13,15,19,60.466,17.416,21,60.654,17.145
28793,19,9,12,42.430,-8.644,8,41.092,-42.101
28794,4,3,1,35.007,135.737,58,34.958,135.667
28795,12,0,25,51.508,-0.125,2,50.002,0.972
28797,0,7,25,-23.553,-46.573,3,-23.456,-46.718
28798,7,22,25,25.679,-80.317,2,25.695,-80.404
28799,18,16,25,35.655,139.552,2,35.727,139.742
28801,13,22,3,34.199,-84.740,4,34.561,-72.080
28802,20,25,25,37.421,-122.084,4,38.477,-88.833
28803,1,12,25,51.481,-0.137,2,51.481,-0.137
28804,4,9,8,34.048,-117.261,7,34.017,-118.409
28805,14,18,13,23.742,90.379,576,38.649,-83.088
28806,8,17,19,48.900,2.250,2100,48.866,2.338
28807,15,19,18,29.423,-95.244,858,29.766,-95.386
28808,3,11,5,42.956,141.290,270,37.057,130.780
28809,6,4,5,33.999,-118.464,128,35.917,-112.065
28810,23,14,0,44.566,-80.933,6,37.334,-79.085
28812,3,6,14,34.816,135.416,12,35.691,139.501
28813,1,25,25,39.195,-94.682,1,39.081,-94.622
28816,20,25,25,51.534,-0.138,1,51.567,-0.109
28818,13,25,25,51.842,5.852,1,52.090,5.122
28820,20,18,4,41.850,-87.650,16,41.850,-87.650
28821,11,12,10,53.833,-1.633,107,49.433,-18.430
28822,18,19,17,37.774,-122.419,4,37.783,-122.395
28823,18,20,0,26.562,-81.949,46,40.105,-40.819
28824,4,25,25,35.486,-97.573,1,37.370,-87.185
28825,8,25,25,56.066,14.466,1,56.250,15.600
28826,20,21,23,51.540,-0.077,410,51.422,-0.129
28827,11,20,15,45.997,26.136,19,48.842,2.325
28828,16,25,25,-33.916,18.416,1,-30.145,23.331
28829,22,25,25,43.871,-72.451,1,37.774,-122.419
28830,3,25,25,37.229,-80.413,1,37.229,-80.413
28831,15,21,8,41.403,2.157,20,0.000,0.000
28832,8,2,0,0.000,0.000,45,0.000,0.000
28833,14,12,2,40.014,-105.270,7,40.303,-99.600
28834,5,25,25,50.850,-114.051,3,25.113,121.538
28835,19,21,3,30.265,-97.755,16,30.267,-97.743
28836,19,12,25,40.850,-73.866,3,40.749,-74.004
28837,16,23,21,44.326,-69.772,67,29.484,-73.802
28838,5,23,21,25.774,-80.193,7,25.670,-80.371
28839,17,9,18,53.796,-1.547,18,52.142,-2.744
28840,21,17,22,35.952,-86.669,1756,36.397,-87.935
28841,23,25,25,18.466,-66.105,1,18.244,-66.006
28842,4,25,25,26.461,-80.072,1,53.715,-1.478
28843,6,9,7,60.392,5.334,3,64.790,14.875
28844,0,15,1,42.985,-87.933,453,37.201,-69.778
28845,22,3,17,40.675,-73.971,143,38.863,-88.240
28846,13,15,4,-23.565,-46.662,6,14.176,-27.566
28847,4,25,25,42.431,-83.483,2,0.000,0.000
28848,20,6,5,21.533,-158.020,8,21.316,-157.870
28849,6,9,21,47.599,-122.296,49,41.851,-114.144
28850,7,22,23,47.673,-122.197,45,46.449,-121.593
28851,21,22,17,53.416,-3.000,422,53.953,-23.130
28852,14,25,25,33.845,-116.528,2,33.816,-116.507
28853,5,1,14,22.283,114.215,94,22.377,114.105
28855,8,6,25,34.110,-118.258,2,34.117,-118.264
28856,20,25,25,45.516,-73.649,1,45.497,-73.554
28857,1,25,25,34.170,-118.837,1,34.102,-118.341
28858,10,25,25,55.606,13.000,1,40.908,4.630
28859,7,25,25,34.052,-118.243,1,34.063,-118.366
28860,19,1,21,39.538,-77.903,49,39.285,-80.258
28861,8,25,25,-22.905,-47.060,1,-22.982,-47.015
28862,19,17,2,35.214,-80.943,32,31.586,-81.564
28863,16,15,17,51.630,0.319,82,51.583,-0.338
28864,12,4,6,12.879,121.774,87,4.523,8.374
28865,1,15,0,32.094,74.200,14,35.842,-90.704
28866,22,25,25,37.564,-97.352,1,39.287,-83.242
28867,23,0,21,51.816,-0.800,124,39.231,-74.885
28868,22,23,18,-33.421,-70.573,9,-33.578,-70.666
28869,22,21,10,51.484,-0.397,3,51.466,-0.333
28870,17,21,15,55.887,-3.418,3,54.658,-3.028
28871,19,25,25,38.995,-94.580,2,38.994,-94.750
28872,10,11,9,42.233,-8.716,44,38.669,-9.377
28873,23,19,25,48.208,16.372,4,48.766,18.633
28874,22,13,16,57.692,11.946,25,57.178,12.412
28875,13,12,20,-23.547,-46.636,17,38.232,-122.636
28876,9,14,25,24.477,118.100,2,31.275,121.487
28877,5,6,3,34.071,-118.356,14,34.134,-118.227
28878,3,2,20,40.714,-74.005,5,40.889,-81.825
28879,3,20,25,33.440,-111.635,5,33.362,-111.704
28880,19,25,25,27.947,-82.458,1,38.254,-85.759
28881,18,25,25,10.691,-61.222,1,10.716,-61.566
28882,20,16,10,53.401,-2.975,21,53.462,-2.620
28884,22,25,25,48.432,-123.369,1,36.914,-41.543
28886,17,7,25,44.063,-123.084,2,34.160,-118.499
28889,17,19,18,0.000,0.000,33,36.099,-80.244
28890,11,9,15,57.607,-3.630,12,22.870,-24.640
28891,3,7,13,35.607,139.499,53,35.603,139.507
28892,21,17,13,41.850,-87.650,18,41.926,-87.707
28893,13,25,25,33.738,-79.974,4,38.300,-76.507
28894,5,25,25,40.675,-73.971,1,37.493,-104.893
28895,20,25,25,42.204,-72.616,2,41.738,-72.696
28896,22,25,25,45.420,-122.670,1,39.116,-80.719
28898,21,20,8,22.717,75.833,23,39.113,-59.842
28899,22,13,2,39.892,-86.045,19,41.380,-101.463
28900,5,8,23,37.787,-122.399,5,40.156,-99.382
28901,10,25,25,53.545,9.987,1,53.550,10.000
28903,19,4,18,39.972,-86.200,92,40.440,-79.995
28904,19,15,20,24.819,46.852,19,25.550,48.406
28905,2,15,1,25.933,-80.162,22,34.157,-79.094
28906,14,2,25,40.495,-74.440,2,40.301,-75.731
28907,20,16,21,40.014,-105.270,14,40.702,-79.671
28908,22,1,25,-32.950,151.666,2,-34.669,149.717
28909,23,8,3,38.655,-90.298,30,35.227,-80.843
28911,23,6,0,45.520,-122.677,11,44.382,-97.328
28912,3,4,23,47.606,-122.332,43,40.857,-117.359
28913,20,25,25,41.850,-87.650,1,0.000,0.000
28914,23,2,25,45.501,-122.580,3,45.231,-111.919
28915,16,12,18,59.436,10.669,46,59.916,10.750
28916,12,17,7,52.662,4.812,8,52.787,4.798
28917,2,25,25,35.983,136.166,1,0.000,0.000
28918,9,12,16,37.928,23.693,23,37.964,23.690
28919,19,20,1,37.774,-122.419,29,37.656,-122.343
28920,5,20,25,47.606,-122.332,4,47.606,-122.332
28922,17,3,19,40.107,-75.110,9,51.955,7.639
28923,22,13,21,55.833,-4.250,9,55.878,-4.288
28924,19,16,21,44.948,-93.348,257,39.571,-74.883
28925,11,25,25,55.668,12.619,2,55.678,12.565
28926,22,0,20,39.962,-76.727,19,40.039,-76.715
28927,11,25,25,17.375,78.474,2,39.760,-98.500
28928,22,23,21,40.364,-111.738,55,34.039,-118.697
28929,14,10,9,37.494,139.931,4,36.169,139.743
28930,17,25,25,40.714,-74.005,1,41.743,-96.077
28931,17,13,14,59.341,18.064,60,58.100,9.757
28932,1,18,25,40.729,-73.993,2,39.356,-46.065
28933,0,3,2,28.987,-82.155,4,30.326,-81.553
28935,18,25,25,52.516,13.400,1,37.332,-121.889
28936,1,25,25,37.804,-122.270,1,34.133,-118.216
28937,13,3,21,51.461,-0.051,21,40.502,-117.053
28938,19,23,2,49.248,-122.945,68,49.149,-122.854
28939,0,25,25,34.017,-118.487,1,35.890,-96.526
28940,17,25,25,44.979,-93.263,1,42.907,-87.806
28941,0,1,16,39.555,-104.874,24,40.038,-103.368
28942,18,22,21,40.456,-80.012,4,0.000,0.000
28943,4,23,25,40.653,-73.946,3,40.804,-73.811
28944,2,25,25,41.588,-75.473,2,41.290,-75.890
28945,0,6,5,-33.867,151.207,22,24.949,-87.307
28946,14,13,18,32.290,-90.031,136,32.631,-89.302
28947,20,25,25,29.505,-98.632,1,32.645,-88.639
28948,19,4,25,42.886,-78.878,2,42.916,-78.877
28949,22,0,14,46.851,-96.827,11,46.873,-96.767
28950,4,25,25,15.551,120.815,2,33.465,-112.367
28951,21,18,25,40.757,-73.985,2,40.718,-73.983
28952,3,2,1,-22.902,-43.207,1318,-23.574,-46.645
28954,0,1,2,29.560,-98.583,212,30.636,-100.574
28955,2,1,0,30.440,-84.281,83,23.988,-52.902
28956,5,7,8,45.607,-122.690,7,46.570,-122.502
28957,21,2,19,37.528,-122.261,609,38.860,-113.740
28958,7,17,18,0.000,0.000,259,24.205,-45.391
28959,11,22,25,51.711,5.307,3,51.647,5.634
28960,12,14,15,25.041,121.571,25,23.142,101.168
28961,20,14,25,1.000,38.000,3,-0.141,37.408
28962,19,20,8,52.082,5.423,59,46.286,-28.455
28963,23,1,0,28.542,-81.378,66,27.753,-79.317
28964,5,25,25,35.706,51.435,3,35.706,51.435
28965,16,15,14,43.113,-87.900,100,41.101,-94.497
28966,3,19,14,47.135,-122.292,18,43.166,-112.321
28967,8,9,7,33.835,-118.340,494,32.867,-117.219
28969,7,25,25,33.911,-118.119,1,33.641,-117.918
28970,19,20,18,32.783,-96.806,34,31.003,-64.967
28971,0,25,25,51.508,-0.125,1,40.765,-73.987
28972,9,8,10,41.900,12.483,430,20.927,6.296
28973,13,15,18,60.016,11.100,12,59.934,10.769
28974,23,2,25,34.961,-86.573,2,41.770,-77.356
28975,21,25,25,40.908,-73.834,1,36.116,-85.706
28976,21,25,25,37.726,15.187,2,44.502,10.805
28977,11,20,14,51.955,4.547,25,51.820,-3.052
28978,12,2,22,43.594,-79.535,5,41.862,-105.035
28979,4,3,7,42.513,-83.471,7,42.540,-82.947
28980,13,18,12,53.583,-2.433,15,53.583,-2.433
28981,10,11,25,0.000,0.000,3,35.087,-44.147
28982,15,14,4,-27.200,153.033,41,-27.177,152.930
28983,11,18,10,53.578,9.968,26,51.853,9.274
28984,13,23,20,40.709,-74.009,55,40.884,-62.113
28985,19,22,12,48.824,2.334,66,48.880,2.301
28986,6,25,25,47.606,-122.332,2,43.312,-79.738
28987,16,5,2,37.774,-122.419,38,36.678,-108.435
28988,11,2,12,-31.752,115.770,216,-18.156,68.263
28989,23,19,8,37.774,-122.419,11,40.615,-90.885
28990,19,14,13,45.464,9.189,17,-33.916,151.266
28991,7,16,14,52.488,13.308,47,53.573,13.096
28992,4,5,6,35.685,139.751,4,34.757,135.497
28993,4,3,6,27.500,90.500,8,23.119,113.310
28994,3,5,4,47.606,-122.332,18,45.225,-119.231
28995,7,9,1,45.523,-122.676,6,0.000,0.000
28996,17,12,25,1.431,103.795,4,1.377,103.959
28997,7,10,25,1.294,103.859,3,1.319,103.832
28998,20,25,25,37.413,-79.142,1,0.000,0.000
28999,16,25,25,10.750,106.666,1,38.599,-97.037
29000,22,19,14,0.000,0.000,3,18.898,-61.215
29001,23,17,11,48.137,11.574,19,48.117,-25.706
29002,19,25,25,41.386,2.139,3,41.683,2.283
29003,23,22,21,38.371,-82.267,56,33.219,-96.651
29004,20,0,25,41.850,-87.650,3,29.954,-90.075
29005,22,25,25,-30.028,-51.202,1,-30.033,-51.230
29006,14,0,3,38.631,-90.193,20,43.729,-76.578
29007,3,2,21,35.189,-80.769,2100,35.618,-83.009
29009,4,5,7,34.977,135.681,451,29.168,111.301
29011,0,23,14,39.084,-108.516,49,37.122,-104.326
29012,3,20,4,38.628,-90.330,65,32.942,-92.562
29013,9,8,7,-28.001,153.429,5,39.162,-92.352
29014,20,1,0,37.416,-122.151,8,40.181,-97.856
29015,3,18,7,0.000,0.000,5,34.797,139.039
29016,0,18,25,33.592,-101.855,2,31.550,-100.096
29017,10,25,25,44.433,26.100,1,36.713,-52.107
29018,18,25,25,-33.450,-70.666,1,-33.424,-70.585
29019,5,18,1,37.787,-122.403,8,38.305,-97.159
29020,3,11,10,35.308,139.550,22,35.699,139.651
29021,11,7,4,28.750,77.250,16,36.324,-79.208
29023,19,25,25,35.842,-90.704,1,35.842,-90.704
29024,15,7,17,34.039,-118.345,16,22.656,-78.906
29025,5,19,10,45.400,9.869,8,45.330,10.127
29026,6,25,25,21.370,-158.086,1,21.345,-157.907
29027,22,25,25,48.200,11.500,2,48.149,11.434
29028,7,0,13,-33.840,151.207,3,-33.968,150.982
29029,21,25,25,39.739,-104.984,1,40.683,-73.985
29030,0,25,25,47.613,-122.297,1,47.653,-122.356
29031,21,2,3,38.018,-121.926,790,36.575,-102.623
29032,3,6,5,45.522,-122.989,8,44.503,-111.561
29033,13,4,25,10.750,106.666,2,10.772,106.678
29034,18,7,25,35.842,-90.704,3,35.837,-90.715
29035,13,14,11,33.911,-84.350,13,34.622,-83.198
29036,17,25,25,42.171,-87.844,1,42.236,-87.979
29037,2,1,18,37.084,-94.486,18,37.076,-94.501
29038,8,1,14,51.200,6.683,3,50.828,9.955
29039,1,17,0,-37.233,-71.933,22,-36.627,-72.111
29040,1,14,0,33.762,-84.359,1405,33.730,-76.273
29042,15,1,23,40.448,-79.997,44,40.505,-79.992
29043,20,15,16,38.958,-77.416,243,39.509,-85.919
29044,3,20,0,45.523,-122.676,108,45.519,-122.682
29046,17,12,7,52.263,10.549,7,53.547,9.966
29047,3,4,5,35.772,-78.638,24,37.104,-87.399
29048,1,23,16,33.056,-96.770,36,45.305,-93.794
29049,15,9,25,41.398,2.141,4,39.011,-1.171
29050,2,25,25,33.421,-86.783,1,33.516,-86.791
29051,15,23,17,59.932,10.882,6,59.912,10.738
29054,22,23,21,41.878,-87.632,4,40.619,-105.524
29055,23,0,25,37.871,-122.272,4,34.843,-82.408
29056,18,16,19,18.323,-66.172,53,24.849,-84.814
29057,7,18,16,34.012,-117.688,6,34.186,-118.448
29058,22,25,25,36.095,-95.863,1,35.823,-78.825
29059,3,14,21,38.336,-75.084,11,39.462,-77.358
29060,21,16,10,51.316,9.466,9,50.341,0.175
29061,1,25,25,38.838,-77.375,2,41.349,-78.090
29062,20,25,25,34.052,-118.243,1,35.977,-120.346
29063,22,3,0,42.243,-83.614,88,40.095,-92.151
29064,11,13,12,0.000,0.000,16,0.000,0.000
29065,18,17,20,1.352,103.819,2100,20.291,2.390
29066,20,25,25,38.134,-85.580,3,38.589,-102.568
29067,11,25,25,50.828,-0.139,3,47.753,-23.793
29068,7,25,25,27.555,-82.567,1,27.515,-82.577
29069,11,8,10,51.383,-0.650,4,-28.100,27.041
29070,15,4,3,-23.595,-46.686,25,-23.955,-46.954
29071,20,25,25,44.023,-116.963,1,35.994,-78.898
29072,19,23,20,33.472,-112.077,9,33.469,-112.022
29073,3,0,6,19.700,-101.184,87,20.655,-64.029
29074,14,15,16,33.336,-86.789,285,35.131,-89.839
29075,15,25,25,51.500,-0.550,2,47.299,-39.528
29076,3,4,20,37.323,-121.993,152,36.996,-113.944
29077,14,13,19,69.473,25.517,14,61.053,11.442
29078,20,17,13,33.875,-117.566,27,37.139,-89.942
29079,10,2,25,35.683,139.650,3,50.940,6.959
29080,14,18,15,57.693,11.991,4,58.340,8.588
29081,1,15,23,40.765,-73.954,160,39.524,-90.894
29082,3,18,25,47.606,-122.332,2,41.394,-114.414
29083,18,14,10,50.994,6.959,125,50.739,-5.458
29084,23,20,25,47.610,-122.200,2,47.615,-122.352
29085,14,25,25,40.002,-75.300,1,39.949,-75.144
29086,8,2,25,47.757,-122.244,2,47.576,-122.167
29087,23,21,0,34.083,-118.321,59,35.909,-112.914
29088,0,2,19,34.829,-82.601,41,34.859,-82.294
29089,1,25,25,37.798,-122.411,1,37.799,-122.412
29090,21,22,3,47.606,-122.332,19,43.553,-94.118
29091,14,5,7,1.301,103.888,19,48.933,8.966
29092,3,0,25,-36.866,174.766,2,-33.923,151.136
29093,6,16,7,41.269,-96.185,6,34.144,-53.643
29095,23,13,14,0.000,0.000,1251,42.103,-88.372
29096,17,14,13,59.236,18.003,259,56.685,12.049
29097,22,23,25,33.154,-117.219,2,39.716,-104.987
29098,19,1,4,35.232,-85.203,33,34.752,-96.306
29099,20,5,0,42.940,-87.995,23,30.267,-97.739
29102,1,19,18,40.829,-74.091,5,39.473,-98.320
29103,21,6,22,34.052,-118.243,9,33.960,-118.085
29104,15,1,16,30.183,-95.486,7,33.511,-96.159
29105,2,23,25,53.833,-2.200,2,40.933,-74.243
29106,15,13,7,-33.972,151.100,4,-33.910,151.155
29108,8,13,9,52.025,5.137,24,52.239,5.575
29109,21,5,25,49.949,-97.158,5,49.566,-110.162
29110,13,14,3,36.220,137.952,286,34.083,25.276
29111,16,25,25,51.462,-0.216,2,26.361,17.378
29112,19,15,0,27.948,-81.879,13,31.460,-88.578
29113,0,25,25,51.750,-0.466,1,52.273,5.161
29115,17,22,11,37.908,-122.300,356,44.307,-55.429
29116,16,2,3,44.651,-63.596,7,44.642,-63.549
29117,3,20,15,40.714,-74.005,18,42.992,-81.257
29119,1,16,2,41.850,-87.650,21,0.000,0.000
29122,17,21,18,39.963,-105.170,5,39.925,-105.154
29123,11,16,15,51.516,7.450,15,52.033,8.900
29124,22,25,25,43.700,-79.416,1,43.962,-72.287
29125,6,21,4,47.606,-122.332,13,47.603,-122.269
29126,13,12,0,25.774,-80.193,184,36.292,-76.317
29127,3,25,25,42.057,-86.485,2,47.535,-121.879
29128,20,5,25,29.146,48.121,3,36.143,-95.987
29129,15,17,16,41.769,-71.128,20,41.931,-74.470
29130,2,1,22,40.351,-74.066,83,0.000,0.000
29131,18,13,15,35.325,33.329,7,37.461,34.005
29132,12,21,22,34.012,-117.688,7,33.681,-117.885
29133,22,21,10,51.527,-0.079,14,51.523,-0.060
29136,2,3,25,18.458,-66.487,4,23.117,-70.412
29137,3,9,10,45.420,-75.690,7,37.590,127.010
29138,6,20,13,28.538,-81.379,7,28.538,-81.379
29143,7,8,25,37.955,139.292,5,37.907,139.060
29144,15,18,3,33.560,-112.053,10,37.955,-85.241
29145,18,25,25,39.739,-104.984,2,0.000,0.000
29146,0,16,12,48.853,2.348,4,48.853,2.348
29147,0,23,22,41.888,-87.624,62,42.277,-83.740
29148,2,0,1,0.000,0.000,25,0.000,0.000
29149,8,22,9,-37.818,144.965,342,-31.434,138.031
29150,1,2,0,37.804,-122.270,52,38.104,-94.409
29151,8,16,19,51.763,-0.224,27,41.581,-67.823
29152,10,9,8,34.986,135.656,2100,33.058,107.577
29153,19,12,23,59.329,18.062,19,59.329,18.062
29154,1,14,15,34.219,-119.144,323,30.222,-87.976
29155,22,21,2,32.437,-93.715,301,37.788,-91.410
29156,15,18,0,34.147,-84.580,73,37.844,-77.102
29157,5,4,19,14.621,-90.526,95,23.007,-84.483
29158,22,3,16,39.297,-94.717,15,38.995,-94.694
29159,17,25,25,53.748,-0.273,2,53.744,-0.335
29160,21,25,25,47.679,-122.129,1,47.679,-122.258
29162,4,23,25,40.686,-111.875,4,0.000,0.000
29163,8,9,17,63.830,20.306,464,62.096,19.021
29165,20,18,23,39.981,-75.155,43,40.050,-75.202
29166,14,25,25,50.828,-0.139,1,47.673,-122.121
29167,16,14,13,33.315,130.505,66,33.361,130.604
29168,3,23,22,26.184,-97.706,1091,26.182,-97.710
29169,12,19,13,32.687,-17.088,229,35.557,-34.023
29170,17,25,25,37.368,-122.036,1,46.972,-41.073
29171,5,22,6,21.385,-157.939,803,26.018,-132.993
29172,10,2,1,-33.895,150.935,2100,10.795,-17.341
29173,2,5,17,41.887,-88.137,5,41.897,-87.626
29174,9,2,1,-37.815,144.964,29,-31.688,136.032
29175,15,25,25,38.750,-9.250,1,32.535,-9.809
29176,1,4,0,45.505,-73.568,41,45.530,-73.604
29177,21,25,25,45.522,-122.989,1,37.794,-122.401
29178,19,25,25,39.897,-84.306,1,0.000,0.000
29179,20,16,7,51.883,0.900,18,43.669,-39.030
29180,23,16,13,36.072,-79.283,88,35.308,-86.691
29182,13,23,14,35.999,-78.905,214,35.882,-78.868
29183,23,21,3,39.979,-75.122,7,40.005,-75.013
29184,22,25,25,36.778,-76.218,1,38.232,-122.636
29185,2,20,25,27.336,-82.530,2,42.365,-68.611
29186,5,4,7,35.658,139.406,7,35.661,139.729
29187,5,2,18,37.368,-122.036,4,37.464,-80.275
29188,16,25,25,52.304,4.874,1,44.125,-40.115
29189,16,22,14,26.149,-80.264,18,26.120,-80.254
29190,19,17,23,48.896,2.256,37,48.310,-2.307
29191,18,19,16,39.237,-76.859,17,36.821,-111.388
29192,10,15,14,31.247,121.391,4,39.915,119.621
29193,17,22,20,40.862,-73.633,12,39.836,-105.037
29194,7,8,14,50.983,4.633,210,48.749,-14.155
29195,13,23,1,35.316,139.627,4,35.633,139.715
29196,14,1,15,34.000,-81.000,31,33.987,-81.076
29197,11,16,3,0.000,0.000,208,42.355,-122.893
29199,0,2,1,41.965,-87.686,30,40.907,-73.802
29200,13,15,14,35.447,139.642,2100,32.784,116.606
29201,6,20,25,37.804,-122.270,6,37.781,-122.261
29203,2,25,25,-8.723,115.172,1,1.465,37.752
29204,23,25,25,40.802,-77.856,2,34.022,-118.280
29205,17,21,2,0.000,0.000,625,27.930,-75.782
29206,12,8,13,45.524,10.227,39,43.096,12.382
29207,18,21,0,37.421,-122.098,667,38.655,-60.298
29208,20,17,25,45.437,-122.726,2,33.216,-97.141
29209,21,20,22,33.811,-117.917,70,33.934,-118.144
29210,21,25,25,41.314,2.014,1,41.627,2.688
29211,3,23,20,39.877,-75.240,84,39.807,-81.548
29212,23,25,25,53.550,10.000,1,53.549,9.980
29213,11,8,0,-33.923,151.160,11,-18.011,94.454
29214,22,21,0,41.743,-93.630,544,41.759,-90.613
29215,23,22,21,45.541,9.186,152,47.716,9.021
29217,14,15,21,42.728,-73.691,14,53.792,-1.404
29218,14,21,20,33.214,-97.133,7,31.251,-97.379
29221,18,2,6,37.781,-122.396,42,38.304,-113.932
29222,13,15,23,40.039,-75.155,15,39.952,-75.163
29223,16,20,22,40.668,16.601,6,41.601,-1.490
29224,15,14,16,35.000,135.750,13,35.040,136.676
29225,20,4,21,36.974,-122.030,14,38.601,-102.371
29226,9,8,7,0.000,0.000,2100,-17.250,75.408
29227,2,22,21,38.881,-94.819,9,38.960,-94.650
29229,2,25,25,34.746,-92.289,1,38.883,-77.015
29230,7,9,21,45.409,11.895,16,47.604,-122.337
29231,14,13,25,-25.951,28.142,4,-26.200,28.083
29232,15,16,13,32.993,-97.053,4,39.952,-104.945
29233,20,23,22,43.012,-83.677,18,42.552,-80.243
29235,8,4,5,35.704,139.580,214,37.729,94.231
29237,0,18,3,37.542,-77.439,87,37.585,-77.490
29238,17,11,13,52.200,0.116,72,55.792,15.309
29240,9,23,18,60.317,5.358,18,60.391,5.324
29241,9,25,25,56.166,15.583,1,56.162,15.589
29242,3,18,20,33.538,-112.185,36,33.827,-112.438
29244,18,25,25,37.833,-122.202,1,33.193,-117.375
29245,19,18,21,37.779,-122.397,22,33.759,70.126
29246,17,1,25,37.378,-121.852,6,35.043,-113.907
29248,0,25,25,34.155,-118.256,1,34.155,-118.256
29250,2,17,21,30.452,-97.764,10,31.526,-97.686
29251,16,25,25,40.781,-73.981,1,40.781,-73.981
29252,6,25,25,51.508,-0.125,1,47.926,-30.978
29253,18,25,25,38.900,-77.016,1,38.780,-77.154
29254,20,16,9,52.171,-0.522,7,52.133,-0.850
29256,21,25,25,41.900,12.483,1,34.066,-118.447
29257,19,14,1,48.131,11.575,9,39.762,-104.982
29258,22,25,25,30.332,-81.655,1,39.099,-76.848
29259,5,6,4,34.610,135.535,345,32.345,116.341
29260,15,25,25,3.166,101.700,2,32.240,-35.410
29262,2,18,25,51.519,9.977,2,51.291,9.552
29263,6,22,1,61.218,-149.900,12,36.203,-115.204
29264,18,23,6,0.000,0.000,62,27.303,-72.951
29265,6,7,11,1.295,103.859,374,23.819,53.565
29266,3,21,1,35.655,-97.475,213,36.058,-95.218
29267,11,5,15,37.520,127.032,5,0.000,0.000
29269,14,15,12,33.952,-84.549,126,35.677,-83.344
29270,20,25,25,44.347,-87.827,2,44.522,-88.055
29271,6,2,10,34.866,135.700,12,35.323,139.342
29272,23,9,1,42.375,-122.916,58,38.253,-77.090
29273,5,1,4,44.767,-93.277,33,32.175,-116.286
29274,18,15,16,49.858,-97.260,5,43.550,-80.249
29275,14,22,12,59.943,10.720,4,59.913,10.743
29276,1,18,25,33.669,-117.823,2,33.850,-118.196
29277,8,7,10,60.156,24.702,7,59.024,23.362
29279,1,4,3,40.753,-73.998,24,38.730,-32.186
29280,19,23,0,60.175,24.934,27,60.159,24.918
29281,18,19,1,32.867,-117.219,383,33.355,-117.790
29282,18,25,25,26.236,50.583,1,12.593,2.316
29283,1,23,3,38.070,-97.347,11,0.000,0.000
29284,22,18,12,51.526,-0.133,8,51.506,-0.136
29285,12,4,11,0.000,0.000,700,24.695,46.708
29286,12,13,21,35.708,139.733,69,35.688,139.731
29287,5,17,6,14.604,120.982,2100,17.534,79.481
29288,19,21,18,33.439,-112.306,269,32.308,-89.254
29289,16,11,5,35.450,139.650,17,35.875,95.401
29290,0,21,2,55.950,-3.200,18,0.000,0.000
29292,18,17,6,43.466,1.350,120,41.150,-33.073
29293,1,17,25,42.061,-87.749,2,42.041,-87.690
29294,22,21,16,49.435,26.957,4,25.921,-80.291
29296,21,3,17,38.012,-78.514,9,34.216,-88.165
29297,17,25,25,30.156,-94.276,1,0.000,0.000
29298,18,3,15,32.757,-97.337,14,39.665,-62.647
29299,12,16,11,52.598,-2.088,23,52.477,-1.882
29300,20,25,25,34.852,-82.394,1,38.950,-92.327
29301,15,17,18,30.050,31.250,328,21.640,1.704
29302,23,25,25,41.838,-89.479,1,-43.550,172.633
29303,14,16,17,40.642,15.800,83,42.486,7.262
29304,14,6,8,53.137,8.181,7,53.224,9.200
29305,17,16,25,45.487,-122.803,3,45.523,-122.676
29306,1,0,22,40.014,-105.270,285,40.037,-105.291
29307,16,15,19,38.880,-77.177,3,38.884,-77.178
29310,4,3,0,44.113,-121.263,15,44.011,-121.267
29311,16,0,14,42.191,-86.154,295,32.755,-78.367
29312,22,25,25,52.373,4.899,3,45.737,-10.110
